1_ortho,2_phon,18_p_cvcv,24_nbsyll
abstinente,apstin@t,VCCCVCVC,3
abstinrent,apst5R,VCCCVC,2
abstins,apst5,VCCCV,2
abstint,apst5,VCCCV,2
abstraction,apstRaksj§,VCCCCVCCYV,3
abstractions,apstRaksj§,VCCCCVCCYV,3
abstraire,apstRER,VCCCCVC,2
abstrais,apstRE,VCCCCV,2
abstrait,apstRE,VCCCCV,2
abstrait,apstRE,VCCCCV,2
abstrait,apstRE,VCCCCV,2
abstraite,apstREt,VCCCCVC,2
abstraite,apstREt,VCCCCVC,2
abstraitement,apstREt°m@,VCCCCVCVCV,4
abstraites,apstREt,VCCCCVC,2
abstraites,apstREt,VCCCCVC,2
abstraits,apstRE,VCCCCV,2
abstraits,apstRE,VCCCCV,2
abstraits,apstRE,VCCCCV,2
abstrus,apstRy,VCCCCV,2
abstruse,apstRyz,VCCCCVC,2
abstruses,apstRyz,VCCCCVC,2
abstînt,apst5,VCCCV,2
absurde,apsyRd,VCCVCC,2
absurde,apsyRd,VCCVCC,2
absurdement,apsyRd°m@,VCCVCCVCV,4
absurdes,apsyRd,VCCVCC,2
absurdes,apsyRd,VCCVCC,2
absurdistes,apsyRdist,VCCVCCVCC,3
absurdité,apsyRdite,VCCVCCVCV,4
absurdités,apsyRdite,VCCVCCVCV,4
abus,aby,VCV,2
abusa,abyza,VCVCV,3
abusai,abyzE,VCVCV,3
abusaient,abyzE,VCVCV,3
abusais,abyzE,VCVCV,3
abusait,abyzE,VCVCV,3
abusant,abyz@,VCVCV,3
abuse,abyz,VCVC,2
abusent,abyz,VCVC,2
abuser,abyze,VCVCV,3
abusera,abyz°Ra,VCVCVCV,4
abuserai,abyz°RE,VCVCVCV,4
abuserais,abyz°RE,VCVCVCV,4
abuserait,abyz°RE,VCVCVCV,4
abuserez,abyz°Re,VCVCVCV,4
abuseriez,abyz°Rje,VCVCVCYV,4
abuses,abyz,VCVC,2
abuseur,abyz9R,VCVCVC,3
abusez,abyze,VCVCV,3
abusiez,abyzje,VCVCYV,3
abusif,abyzif,VCVCVC,3
abusifs,abyzif,VCVCVC,3
abusive,abyziv,VCVCVC,3
abusivement,abyziv°m@,VCVCVCVCV,5
abusives,abyziv,VCVCVC,3
abusons,abyz§,VCVCV,3
abusèrent,abyzER,VCVCVC,3
abusé,abyze,VCVCV,3
abusé,abyze,VCVCV,3
abusée,abyze,VCVCV,3
abusée,abyze,VCVCV,3
abusées,abyze,VCVCV,3
abusées,abyze,VCVCV,3
abusés,abyze,VCVCV,3
abusés,abyze,VCVCV,3
abyme,abim,VCVC,2
abyssal,abisal,VCVCVC,3
abyssale,abisal,VCVCVC,3
abyssales,abisal,VCVCVC,3
abysse,abis,VCVC,2
abysses,abis,VCVC,2
abyssin,abis5,VCVCV,3
abyssin,abis5,VCVCV,3
abyssinien,abisinj5,VCVCVCYV,4
abyssinienne,abisinjEn,VCVCVCYVC,4
abyssins,abis5,VCVCV,3
abâtardi,abataRdi,VCVCVCCV,4
abâtardie,abataRdi,VCVCVCCV,4
abâtardies,abataRdi,VCVCVCCV,4
abâtardir,abataRdiR,VCVCVCCVC,4
abâtardirai,abataRdiRE,VCVCVCCVCV,5
abâtardissant,abataRdis@,VCVCVCCVCV,5
abécédaire,abesedER,VCVCVCVC,4
abêti,abeti,VCVCV,3
abêti,abeti,VCVCV,3
abêties,abeti,VCVCV,3
abêtir,abetiR,VCVCVC,3
abêtis,abeti,VCVCV,3
abêtis,abeti,VCVCV,3
abêtissait,abetisE,VCVCVCV,4
abêtissement,abetis°m@,VCVCVCVCV,5
abêtit,abeti,VCVCV,3
abîma,abima,VCVCV,3
abîmai,abimE,VCVCV,3
abîmaient,abimE,VCVCV,3
abîmait,abimE,VCVCV,3
abîmant,abim@,VCVCV,3
abîme,abim,VCVC,2
abîme,abim,VCVC,2
abîment,abim,VCVC,2
abîmer,abime,VCVCV,3
abîmera,abim°Ra,VCVCVCV,4
abîmerai,abim°RE,VCVCVCV,4
abîmerais,abim°RE,VCVCVCV,4
abîmerait,abim°RE,VCVCVCV,4
abîmeras,abim°Ra,VCVCVCV,4
abîmerez,abim°Re,VCVCVCV,4
abîmeront,abim°R§,VCVCVCV,4
abîmes,abim,VCVC,2
abîmes,abim,VCVC,2
abîmez,abime,VCVCV,3
abîmions,abimj§,VCVCYV,3
abîmons,abim§,VCVCV,3
abîmé,abime,VCVCV,3
abîmée,abime,VCVCV,3
abîmées,abime,VCVCV,3
abîmés,abime,VCVCV,3
acabit,akabi,VCVCV,3
acabits,akabi,VCVCV,3
acacia,akasja,VCVCYV,3
acacias,akasja,VCVCYV,3
acadien,akadj5,VCVCYV,3
acadien,akadj5,VCVCYV,3
acadienne,akadjEn,VCVCYVC,3
acadiens,akadj5,VCVCYV,3
académicien,akademisj5,VCVCVCVCYV,5
académiciens,akademisj5,VCVCVCVCYV,5
académie,akademi,VCVCVCV,4
académies,akademi,VCVCVCV,4
académique,akademik,VCVCVCVC,4
académiquement,akademik°m@,VCVCVCVCVCV,6
académiques,akademik,VCVCVCVC,4
académisme,akademizm,VCVCVCVCC,4
académisé,akademize,VCVCVCVCV,5
acagnardai,akaNaRdE,VCVCVCCV,4
acagnardait,akaNaRdE,VCVCVCCV,4
acagnarder,akaNaRde,VCVCVCCV,4
acagnardé,akaNaRde,VCVCVCCV,4
acagnardée,akaNaRde,VCVCVCCV,4
acajou,akaZu,VCVCV,3
acajou,akaZu,VCVCV,3
acajous,akaZu,VCVCV,3
acanthe,ak@t,VCVC,2
acanthes,ak@t,VCVC,2
acariens,akaRj5,VCVCYV,3
acariâtre,akaRjatR,VCVCYVCC,3
acariâtres,akaRjatR,VCVCYVCC,3
accabla,akabla,VCVCCV,3
accablai,akablE,VCVCCV,3
accablaient,akablE,VCVCCV,3
accablais,akablE,VCVCCV,3
accablait,akablE,VCVCCV,3
accablant,akabl@,VCVCCV,3
accablant,akabl@,VCVCCV,3
accablante,akabl@t,VCVCCVC,3
accablantes,akabl@t,VCVCCVC,3
accablants,akabl@,VCVCCV,3
accable,akabl,VCVCC,2
accablement,akabl°m@,VCVCCVCV,4
accablements,akabl°m@,VCVCCVCV,4
accablent,akabl,VCVCC,2
accabler,akable,VCVCCV,3
accableraient,akabl°RE,VCVCCVCV,4
accablez,akable,VCVCCV,3
accablions,akablij§,VCVCCVYV,4
accablât,akabla,VCVCCV,3
accablèrent,akablER,VCVCCVC,3
accablé,akable,VCVCCV,3
accablé,akable,VCVCCV,3
accablée,akable,VCVCCV,3
accablée,akable,VCVCCV,3
accablées,akable,VCVCCV,3
accablées,akable,VCVCCV,3
accablés,akable,VCVCCV,3
accablés,akable,VCVCCV,3
accalmie,akalmi,VCVCCV,3
accalmies,akalmi,VCVCCV,3
accalmit,akalmi,VCVCCV,3
accapara,akapaRa,VCVCVCV,4
accaparaient,akapaRE,VCVCVCV,4
accaparait,akapaRE,VCVCVCV,4
accaparant,akapaR@,VCVCVCV,4
accaparant,akapaR@,VCVCVCV,4
accaparante,akapaR@t,VCVCVCVC,4
accapare,akapaR,VCVCVC,3
accaparer,akapaRe,VCVCVCV,4
accaparerait,akapaR°RE,VCVCVCVCV,5
accapareur,akapaR9R,VCVCVCVC,4
accaparez,akapaRe,VCVCVCV,4
accaparé,akapaRe,VCVCVCV,4
accaparée,akapaRe,VCVCVCV,4
accaparées,akapaRe,VCVCVCV,4
accaparés,akapaRe,VCVCVCV,4
accastillage,akastijaZ,VCVCCVYVC,4
accastillages,akastijaZ,VCVCCVYVC,4
accelerando,akseleRando,VCCVCVCVCCV,5
accent,aks@,VCCV,2
accenteur,aks@t9R,VCCVCVC,3
accents,aks@,VCCV,2
accentua,aks@t8a,VCCVCYV,3
accentuai,aks@t8E,VCCVCYV,3
accentuaient,aks@t8E,VCCVCYV,3
accentuais,aks@t8E,VCCVCYV,3
accentuait,aks@t8E,VCCVCYV,3
accentuant,aks@t8@,VCCVCYV,3
accentuation,aks@t8asj§,VCCVCYVCYV,4
accentue,aks@ty,VCCVCV,3
accentuent,aks@ty,VCCVCV,3
accentuer,aks@t8e,VCCVCYV,3
accentuerait,aks@tyRE,VCCVCVCV,4
accentuez,aks@tye,VCCVCVV,4
accentuât,aks@t8a,VCCVCYV,3
accentuèrent,aks@t8ER,VCCVCYVC,3
accentué,aks@t8e,VCCVCYV,3
accentué,aks@t8e,VCCVCYV,3
accentuée,aks@t8e,VCCVCYV,3
accentuée,aks@t8e,VCCVCYV,3
accentuées,aks@t8e,VCCVCYV,3
accentuées,aks@t8e,VCCVCYV,3
accentués,aks@t8e,VCCVCYV,3
accentués,aks@t8e,VCCVCYV,3
accepta,aksEpta,VCCVCCV,3
acceptable,aksEptabl,VCCVCCVCC,3
acceptables,aksEptabl,VCCVCCVCC,3
acceptai,aksEptE,VCCVCCV,3
acceptaient,aksEptE,VCCVCCV,3
acceptais,aksEptE,VCCVCCV,3
acceptait,aksEptE,VCCVCCV,3
acceptant,aksEpt@,VCCVCCV,3
acceptant,aksEpt@,VCCVCCV,3
acceptassent,aksEptas,VCCVCCVC,3
acceptasses,aksEptas,VCCVCCVC,3
acceptation,aksEptasj§,VCCVCCVCYV,4
acceptations,aksEptasj§,VCCVCCVCYV,4
accepte,aksEpt,VCCVCC,2
acceptent,aksEpt,VCCVCC,2
accepter,aksEpte,VCCVCCV,3
acceptera,aksEpt°Ra,VCCVCCVCV,4
accepterai,aksEpt°RE,VCCVCCVCV,4
accepteraient,aksEpt°RE,VCCVCCVCV,4
accepterais,aksEpt°RE,VCCVCCVCV,4
accepterait,aksEpt°RE,VCCVCCVCV,4
accepteras,aksEpt°Ra,VCCVCCVCV,4
accepterez,aksEpt°Re,VCCVCCVCV,4
accepteriez,aksEpt°Rje,VCCVCCVCYV,4
accepterions,aksEpt°Rj§,VCCVCCVCYV,4
accepterons,aksEpt°R§,VCCVCCVCV,4
accepteront,aksEpt°R§,VCCVCCVCV,4
acceptes,aksEpt,VCCVCC,2
acceptez,aksEpte,VCCVCCV,3
acceptiez,aksEptje,VCCVCCYV,3
acception,aksEpsj§,VCCVCCYV,3
acceptions,aksEpsj§,VCCVCCYV,3
acceptions,aksEptj§,VCCVCCYV,3
acceptons,aksEpt§,VCCVCCV,3
acceptâmes,aksEptam,VCCVCCVC,3
acceptât,aksEpta,VCCVCCV,3
acceptèrent,aksEptER,VCCVCCVC,3
accepté,aksEpte,VCCVCCV,3
acceptée,aksEpte,VCCVCCV,3
acceptées,aksEpte,VCCVCCV,3
acceptés,aksEpte,VCCVCCV,3
accesseurs,aksEs9R,VCCVCVC,3
accessibilité,aksEsibilite,VCCVCVCVCVCV,6
accessible,aksesibl,VCCVCVCC,3
accessibles,aksesibl,VCCVCVCC,3
accession,aksEsj§,VCCVCYV,3
accessit,aksesit,VCCVCVC,3
accessoire,akseswaR,VCCVCYVC,3
accessoire,akseswaR,VCCVCYVC,3
accessoirement,akseswaR°m@,VCCVCYVCVCV,5
accessoires,akseswaR,VCCVCYVC,3
accessoires,akseswaR,VCCVCYVC,3
accessoirise,aksEswaRiz,VCCVCYVCVC,4
accessoiriser,aksEswaRize,VCCVCYVCVCV,5
accessoiriste,akseswaRist,VCCVCYVCVCC,4
accessoiristes,akseswaRist,VCCVCYVCVCC,4
accident,aksid@,VCCVCV,3
accidente,aksid@t,VCCVCVC,3
accidentel,aksid@tEl,VCCVCVCVC,4
accidentelle,aksid@tEl,VCCVCVCVC,4
accidentellement,aksid@tEl°m@,VCCVCVCVCVCV,6
accidentelles,aksid@tEl,VCCVCVCVC,4
accidentels,aksid@tEl,VCCVCVCVC,4
accidenter,aksid@te,VCCVCVCV,4
accidents,aksid@,VCCVCV,3
accidenté,aksid@te,VCCVCVCV,4
accidenté,aksid@te,VCCVCVCV,4
accidenté,aksid@te,VCCVCVCV,4
accidentée,aksid@te,VCCVCVCV,4
accidentée,aksid@te,VCCVCVCV,4
accidentée,aksid@te,VCCVCVCV,4
accidentées,aksid@te,VCCVCVCV,4
accidentés,aksid@te,VCCVCVCV,4
accidentés,aksid@te,VCCVCVCV,4
acclama,aklama,VCCVCV,3
acclamaient,aklamE,VCCVCV,3
acclamait,aklamE,VCCVCV,3
acclamant,aklam@,VCCVCV,3
acclamation,aklamasj§,VCCVCVCYV,4
acclamations,aklamasj§,VCCVCVCYV,4
acclame,aklam,VCCVC,2
acclament,aklam,VCCVC,2
acclamer,aklame,VCCVCV,3
acclamera,aklam°Ra,VCCVCVCV,4
acclamerait,aklam°RE,VCCVCVCV,4
acclameront,aklam°R§,VCCVCVCV,4
acclamez,aklame,VCCVCV,3
acclamiez,aklamje,VCCVCYV,3
acclamons,aklam§,VCCVCV,3
acclamé,aklame,VCCVCV,3
acclamée,aklame,VCCVCV,3
acclamées,aklame,VCCVCV,3
acclamés,aklame,VCCVCV,3
acclimata,aklimata,VCCVCVCV,4
acclimatai,aklimatE,VCCVCVCV,4
acclimatation,aklimatasj§,VCCVCVCVCYV,5
acclimate,aklimat,VCCVCVC,3
acclimatement,aklimat°m@,VCCVCVCVCV,5
acclimatent,aklimat,VCCVCVC,3
acclimater,aklimate,VCCVCVCV,4
acclimaterait,aklimat°RE,VCCVCVCVCV,5
acclimates,aklimat,VCCVCVC,3
acclimatez,aklimate,VCCVCVCV,4
acclimaté,aklimate,VCCVCVCV,4
acclimatés,aklimate,VCCVCVCV,4
accointance,akw5t@s,VCYVCVC,3
accointances,akw5t@s,VCYVCVC,3
accointé,akw5te,VCYVCV,3
accointés,akw5te,VCYVCV,3
accola,akola,VCVCV,3
accolade,akolad,VCVCVC,3
accolades,akolad,VCVCVC,3
accolait,akolE,VCVCV,3
accolant,akol@,VCVCV,3
accole,akOl,VCVC,2
accolement,akOl°m@,VCVCVCV,4
accolent,akOl,VCVC,2
accoler,akole,VCVCV,3
accolerais,akOl°RE,VCVCVCV,4
accolé,akole,VCVCV,3
accolée,akole,VCVCV,3
accolée,akole,VCVCV,3
accolées,akole,VCVCV,3
accolées,akole,VCVCV,3
accolés,akole,VCVCV,3
accolés,akole,VCVCV,3
accommoda,akomoda,VCVCVCV,4
accommodai,akomodE,VCVCVCV,4
accommodaient,akomodE,VCVCVCV,4
accommodais,akomodE,VCVCVCV,4
accommodait,akomodE,VCVCVCV,4
accommodant,akomod@,VCVCVCV,4
accommodant,akomod@,VCVCVCV,4
accommodante,akomod@t,VCVCVCVC,4
accommodantes,akomod@t,VCVCVCVC,4
accommodants,akomod@,VCVCVCV,4
accommodation,akomodasj§,VCVCVCVCYV,5
accommodatrices,akomodatRis,VCVCVCVCCVC,5
accommode,akomOd,VCVCVC,3
accommodement,akomOd°m@,VCVCVCVCV,5
accommodements,akomOd°m@,VCVCVCVCV,5
accommodent,akomOd,VCVCVC,3
accommoder,akomode,VCVCVCV,4
accommodera,akomOd°Ra,VCVCVCVCV,5
accommoderai,akomOd°RE,VCVCVCVCV,5
accommoderaient,akomOd°RE,VCVCVCVCV,5
accommoderais,akomOd°RE,VCVCVCVCV,5
accommoderait,akomOd°RE,VCVCVCVCV,5
accommoderez,akomOd°Re,VCVCVCVCV,5
accommoderions,akomOd°Rj§,VCVCVCVCYV,5
accommoderont,akomOd°R§,VCVCVCVCV,5
accommodions,akomodj§,VCVCVCYV,4
accommodons,akomod§,VCVCVCV,4
accommodât,akomoda,VCVCVCV,4
accommodèrent,akomodER,VCVCVCVC,4
accommodé,akomode,VCVCVCV,4
accommodée,akomode,VCVCVCV,4
accommodés,akomode,VCVCVCV,4
accompagna,ak§paNa,VCVCVCV,4
accompagnai,ak§paNE,VCVCVCV,4
accompagnaient,ak§paNE,VCVCVCV,4
accompagnais,ak§paNE,VCVCVCV,4
accompagnait,ak§paNE,VCVCVCV,4
accompagnant,ak§paN@,VCVCVCV,4
accompagnant,ak§paN@,VCVCVCV,4
accompagnateur,ak§paNat9R,VCVCVCVCVC,5
accompagnateurs,ak§paNat9R,VCVCVCVCVC,5
accompagnatrice,ak§paNatRis,VCVCVCVCCVC,5
accompagnatrices,ak§paNatRis,VCVCVCVCCVC,5
accompagne,ak§paN,VCVCVC,3
accompagnement,ak§paN°m@,VCVCVCVCV,5
accompagnements,ak§paN°m@,VCVCVCVCV,5
accompagnent,ak§paN,VCVCVC,3
accompagner,ak§paNe,VCVCVCV,4
accompagnera,ak§paN°Ra,VCVCVCVCV,5
accompagnerai,ak§paN°RE,VCVCVCVCV,5
accompagneraient,ak§paN°RE,VCVCVCVCV,5
accompagnerais,ak§paN°RE,VCVCVCVCV,5
accompagnerait,ak§paN°RE,VCVCVCVCV,5
accompagneras,ak§paN°Ra,VCVCVCVCV,5
accompagnerez,ak§paN°Re,VCVCVCVCV,5
accompagneriez,ak§paN°Rje,VCVCVCVCYV,5
accompagnerons,ak§paN°R§,VCVCVCVCV,5
accompagneront,ak§paN°R§,VCVCVCVCV,5
accompagnes,ak§paN,VCVCVC,3
accompagnez,ak§paNe,VCVCVCV,4
accompagniez,ak§paNe,VCVCVCV,4
accompagnions,ak§paN§,VCVCVCV,4
accompagnons,ak§paN§,VCVCVCV,4
accompagnâmes,ak§paNam,VCVCVCVC,4
accompagnât,ak§paNa,VCVCVCV,4
accompagnèrent,ak§paNER,VCVCVCVC,4
accompagné,ak§paNe,VCVCVCV,4
accompagné,ak§paNe,VCVCVCV,4
accompagnée,ak§paNe,VCVCVCV,4
accompagnée,ak§paNe,VCVCVCV,4
accompagnées,ak§paNe,VCVCVCV,4
accompagnées,ak§paNe,VCVCVCV,4
accompagnés,ak§paNe,VCVCVCV,4
accompagnés,ak§paNe,VCVCVCV,4
accompli,ak§pli,VCVCCV,3
accompli,ak§pli,VCVCCV,3
accompli,ak§pli,VCVCCV,3
accomplie,ak§pli,VCVCCV,3
accomplie,ak§pli,VCVCCV,3
accomplies,ak§pli,VCVCCV,3
accomplies,ak§pli,VCVCCV,3
accomplir,ak§pliR,VCVCCVC,3
accomplira,ak§pliRa,VCVCCVCV,4
accomplirai,ak§pliRE,VCVCCVCV,4
accompliraient,ak§pliRE,VCVCCVCV,4
accomplirais,ak§pliRE,VCVCCVCV,4
accomplirait,ak§pliRE,VCVCCVCV,4
accompliras,ak§pliRa,VCVCCVCV,4
accomplirent,ak§pliR,VCVCCVC,3
accomplirez,ak§pliRe,VCVCCVCV,4
accomplirons,ak§pliR§,VCVCCVCV,4
accompliront,ak§pliR§,VCVCCVCV,4
accomplis,ak§pli,VCVCCV,3
accomplis,ak§pli,VCVCCV,3
accomplissaient,ak§plisE,VCVCCVCV,4
accomplissais,ak§plisE,VCVCCVCV,4
accomplissait,ak§plisE,VCVCCVCV,4
accomplissant,ak§plis@,VCVCCVCV,4
accomplisse,ak§plis,VCVCCVC,3
accomplissement,ak§plis°m@,VCVCCVCVCV,5
accomplissements,ak§plis°m@,VCVCCVCVCV,5
accomplissent,ak§plis,VCVCCVC,3
accomplissez,ak§plise,VCVCCVCV,4
accomplissiez,ak§plisje,VCVCCVCYV,4
accomplissions,ak§plisj§,VCVCCVCYV,4
accomplissons,ak§plis§,VCVCCVCV,4
accomplit,ak§pli,VCVCCV,3
accomplît,ak§pli,VCVCCV,3
accord,akOR,VCVC,2
accorda,akORda,VCVCCV,3
accordai,akORdE,VCVCCV,3
accordaient,akORdE,VCVCCV,3
accordailles,akORdaj,VCVCCVY,3
accordais,akORdE,VCVCCV,3
accordait,akORdE,VCVCCV,3
accordant,akORd@,VCVCCV,3
accordas,akORda,VCVCCV,3
accordassent,akORdas,VCVCCVC,3
accorde,akORd,VCVCC,2
accordement,akORd°m@,VCVCCVCV,4
accordent,akORd,VCVCC,2
accorder,akORde,VCVCCV,3
accordera,akORd°Ra,VCVCCVCV,4
accorderai,akORd°RE,VCVCCVCV,4
accorderaient,akORd°RE,VCVCCVCV,4
accorderais,akORd°RE,VCVCCVCV,4
accorderait,akORd°RE,VCVCCVCV,4
accorderas,akORd°Ra,VCVCCVCV,4
accorderez,akORd°Re,VCVCCVCV,4
accorderiez,akORd°Rje,VCVCCVCYV,4
accorderons,akORd°R§,VCVCCVCV,4
accorderont,akORd°R§,VCVCCVCV,4
accordes,akORd,VCVCC,2
accordeur,akORd9R,VCVCCVC,3
accordez,akORde,VCVCCV,3
accordiez,akORdje,VCVCCYV,3
accordions,akORdj§,VCVCCYV,3
accordo,akORdo,VCVCCV,3
accordons,akORd§,VCVCCV,3
accords,akOR,VCVC,2
accordât,akORda,VCVCCV,3
accordèrent,akORdER,VCVCCVC,3
accordé,akORde,VCVCCV,3
accordé,akORde,VCVCCV,3
accordée,akORde,VCVCCV,3
accordée,akORde,VCVCCV,3
accordées,akORde,VCVCCV,3
accordées,akORde,VCVCCV,3
accordéon,akORde§,VCVCCVV,4
accordéoniste,akORdeonist,VCVCCVVCVCC,5
accordéonistes,akORdeonist,VCVCCVVCVCC,5
accordéons,akORde§,VCVCCVV,4
accordés,akORde,VCVCCV,3
accordés,akORde,VCVCCV,3
accore,akOR,VCVC,2
accores,akOR,VCVC,2
accort,akOR,VCVC,2
accorte,akORt,VCVCC,2
accortes,akORt,VCVCC,2
accorts,akOR,VCVC,2
accosta,akOsta,VCVCCV,3
accostage,akOstaZ,VCVCCVC,3
accostaient,akOstE,VCVCCV,3
accostais,akOstE,VCVCCV,3
accostait,akOstE,VCVCCV,3
accostant,akOst@,VCVCCV,3
accostant,akOst@,VCVCCV,3
accoste,akOst,VCVCC,2
accostent,akOst,VCVCC,2
accoster,akOste,VCVCCV,3
accosterez,akOst°Re,VCVCCVCV,4
accosterons,akOst°R§,VCVCCVCV,4
accostez,akOste,VCVCCV,3
accostiez,akOstje,VCVCCYV,3
accostons,akOst§,VCVCCV,3
accosté,akOste,VCVCCV,3
accostée,akOste,VCVCCV,3
accostées,akOste,VCVCCV,3
accota,akota,VCVCV,3
accotaient,akotE,VCVCV,3
accotait,akotE,VCVCV,3
accotant,akot@,VCVCV,3
accote,akOt,VCVC,2
accotement,akOt°m@,VCVCVCV,4
accotements,akOt°m@,VCVCVCV,4
accotent,akOt,VCVC,2
accoter,akote,VCVCV,3
accotoirs,akotwaR,VCVCYVC,3
accotons,akot§,VCVCV,3
accotèrent,akotER,VCVCVC,3
accoté,akote,VCVCV,3
accotée,akote,VCVCV,3
accotées,akote,VCVCV,3
accotés,akote,VCVCV,3
accotés,akote,VCVCV,3
accoucha,akuSa,VCVCV,3
accouchaient,akuSE,VCVCV,3
accouchais,akuSE,VCVCV,3
accouchait,akuSE,VCVCV,3
accouchant,akuS@,VCVCV,3
accouchant,akuS@,VCVCV,3
accouche,akuS,VCVC,2
accouchement,akuS°m@,VCVCVCV,4
accouchements,akuS°m@,VCVCVCV,4
accouchent,akuS,VCVC,2
accoucher,akuSe,VCVCV,3
accouchera,akuS°Ra,VCVCVCV,4
accoucherait,akuS°RE,VCVCVCV,4
accoucheras,akuS°Ra,VCVCVCV,4
accouches,akuS,VCVC,2
accoucheur,akuS9R,VCVCVC,3
accoucheurs,akuS9R,VCVCVC,3
accoucheuse,akuS2z,VCVCVC,3
accouchez,akuSe,VCVCV,3
accouché,akuSe,VCVCV,3
accouchée,akuSe,VCVCV,3
accouchée,akuSe,VCVCV,3
accouchées,akuSe,VCVCV,3
accouchés,akuSe,VCVCV,3
accouda,akuda,VCVCV,3
accoudai,akudE,VCVCV,3
accoudaient,akudE,VCVCV,3
accoudais,akudE,VCVCV,3
accoudait,akudE,VCVCV,3
accoudant,akud@,VCVCV,3
accoude,akud,VCVC,2
accouder,akude,VCVCV,3
accoudions,akudj§,VCVCYV,3
accoudoir,akudwaR,VCVCYVC,3
accoudoirs,akudwaR,VCVCYVC,3
accoudons,akud§,VCVCV,3
accoudèrent,akudER,VCVCVC,3
accoudé,akude,VCVCV,3
accoudé,akude,VCVCV,3
accoudée,akude,VCVCV,3
accoudée,akude,VCVCV,3
accoudées,akude,VCVCV,3
accoudés,akude,VCVCV,3
accoudés,akude,VCVCV,3
accoupla,akupla,VCVCCV,3
accouplaient,akuplE,VCVCCV,3
accouplais,akuplE,VCVCCV,3
accouplait,akuplE,VCVCCV,3
accouplant,akupl@,VCVCCV,3
accouple,akupl,VCVCC,2
accouplement,akupl°m@,VCVCCVCV,4
accouplements,akupl°m@,VCVCCVCV,4
accouplent,akupl,VCVCC,2
accoupler,akuple,VCVCCV,3
accouplera,akupl°Ra,VCVCCVCV,4
accouplerait,akupl°RE,VCVCCVCV,4
accoupleront,akupl°R§,VCVCCVCV,4
accouplèrent,akuplER,VCVCCVC,3
accouplé,akuple,VCVCCV,3
accouplée,akuple,VCVCCV,3
accouplées,akuple,VCVCCV,3
accouplés,akuple,VCVCCV,3
accouraient,akuRE,VCVCV,3
accourais,akuRE,VCVCV,3
accourait,akuRE,VCVCV,3
accourant,akuR@,VCVCV,3
accourcissant,akuRsis@,VCVCCVCV,4
accoure,akuR,VCVC,2
accourent,akuR,VCVC,2
accoures,akuR,VCVC,2
accourez,akuRe,VCVCV,3
accouriez,akuRje,VCVCYV,3
accourir,akuRiR,VCVCVC,3
accourons,akuR§,VCVCV,3
accourra,akuRa,VCVCV,3
accourrai,akuRE,VCVCV,3
accourraient,akuRE,VCVCV,3
accourrais,akuRE,VCVCV,3
accourrait,akuRE,VCVCV,3
accourront,akuR§,VCVCV,3
accours,akuR,VCVC,2
accourt,akuR,VCVC,2
accouru,akuRy,VCVCV,3
accourue,akuRy,VCVCV,3
accourues,akuRy,VCVCV,3
accoururent,akuRyR,VCVCVC,3
accourus,akuRy,VCVCV,3
accourussent,akuRys,VCVCVC,3
accourut,akuRy,VCVCV,3
accourût,akuRy,VCVCV,3
accoutre,akutR,VCVCC,2
accoutrement,akutR°m@,VCVCCVCV,4
accoutrements,akutR°m@,VCVCCVCV,4
accoutré,akutRe,VCVCCV,3
accoutré,akutRe,VCVCCV,3
accoutrée,akutRe,VCVCCV,3
accoutrée,akutRe,VCVCCV,3
accoutrés,akutRe,VCVCCV,3
accoutrés,akutRe,VCVCCV,3
accoutuma,akutyma,VCVCVCV,4
accoutumai,akutymE,VCVCVCV,4
accoutumaient,akutymE,VCVCVCV,4
accoutumais,akutymE,VCVCVCV,4
accoutumait,akutymE,VCVCVCV,4
accoutumance,akutym@s,VCVCVCVC,4
accoutumances,akutym@s,VCVCVCVC,4
accoutumant,akutym@,VCVCVCV,4
accoutume,akutym,VCVCVC,3
accoutument,akutym,VCVCVC,3
accoutumer,akutyme,VCVCVCV,4
accoutumerait,akutym°RE,VCVCVCVCV,5
accoutumé,akutyme,VCVCVCV,4
accoutumé,akutyme,VCVCVCV,4
accoutumée,akutyme,VCVCVCV,4
accoutumée,akutyme,VCVCVCV,4
accoutumées,akutyme,VCVCVCV,4
accoutumées,akutyme,VCVCVCV,4
accoutumés,akutyme,VCVCVCV,4
accoutumés,akutyme,VCVCVCV,4
accouvée,akuve,VCVCV,3
accras,akRas,VCCVC,2
accro,akRo,VCCV,2
accro,akRo,VCCV,2
accroc,akRo,VCCV,2
accrocha,akRoSa,VCCVCV,3
accrochage,akRoSaZ,VCCVCVC,3
accrochages,akRoSaZ,VCCVCVC,3
accrochai,akRoSE,VCCVCV,3
accrochaient,akRoSE,VCCVCV,3
accrochais,akRoSE,VCCVCV,3
accrochait,akRoSE,VCCVCV,3
accrochant,akRoS@,VCCVCV,3
accrochant,akRoS@,VCCVCV,3
accroche,akROS,VCCVC,2
accroche,akROS,VCCVC,2
accroche-coeur,akROSk9R,VCCVCCVC,3
accroche-coeurs,akROSk9R,VCCVCCVC,3
accrochent,akROS,VCCVC,2
accrocher,akRoSe,VCCVCV,3
accrochera,akROS°Ra,VCCVCVCV,4
accrocherai,akROS°RE,VCCVCVCV,4
accrocheraient,akROS°RE,VCCVCVCV,4
accrocherais,akROS°RE,VCCVCVCV,4
accrocherait,akROS°RE,VCCVCVCV,4
